num,Informatiksicherheit,Geschlecht,Altersklasse,Bildungsstand,Jahr,Absolut / relativ,Resultat
5.9,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2019,Anteil (in % der Gesamtbevölkerung),Wert
2.6,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2017,Anzahl Personen,Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2017,Anzahl Personen,Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2017,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2014,Anzahl Personen,Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2014,Anzahl Personen,Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2014,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
51144,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Wert
22010,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
3.8,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
1.6,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
63127,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2019,Anzahl Personen,Wert
25344,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2019,Anzahl Personen,Konfidenzintervall +/-
4.4,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2019,Anteil (in % der Gesamtbevölkerung),Wert
1.8,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2017,Anzahl Personen,Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2017,Anzahl Personen,Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2017,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2014,Anzahl Personen,Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2014,Anzahl Personen,Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2014,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2019,Anzahl Personen,Wert
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2019,Anzahl Personen,Konfidenzintervall +/-
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Wert
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2017,Anzahl Personen,Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2017,Anzahl Personen,Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anzahl Personen,Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anzahl Personen,Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2019,Anzahl Personen,Wert
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2019,Anzahl Personen,Konfidenzintervall +/-
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Wert
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2017,Anzahl Personen,Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2017,Anzahl Personen,Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2014,Anzahl Personen,Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2014,Anzahl Personen,Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2019,Anzahl Personen,Wert
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2019,Anzahl Personen,Konfidenzintervall +/-
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Wert
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2017,Anzahl Personen,Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2017,Anzahl Personen,Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2014,Anzahl Personen,Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2014,Anzahl Personen,Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Wert
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
