num,Internetzugang,Sprachgebiet,Haushaltsgrösse,Subjektive finanzielle Situation des Haushalts,Jahr,Absolut / relativ,Resultat
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2021,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2021,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anzahl Haushalte,Wert
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anzahl Haushalte,Konfidenzintervall +/-
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anteil (in % aller Haushalte),Wert
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anzahl Haushalte,Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2014,Anzahl Haushalte,Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2014,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2014,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2021,Anzahl Haushalte,Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2021,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2021,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2019,Anzahl Haushalte,Wert
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2019,Anzahl Haushalte,Konfidenzintervall +/-
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2019,Anteil (in % aller Haushalte),Wert
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2017,Anzahl Haushalte,Wert
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2017,Anzahl Haushalte,Konfidenzintervall +/-
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2017,Anteil (in % aller Haushalte),Wert
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2014,Anzahl Haushalte,Wert
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2014,Anzahl Haushalte,Konfidenzintervall +/-
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2014,Anteil (in % aller Haushalte),Wert
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2021,Anzahl Haushalte,Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2021,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2021,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2019,Anzahl Haushalte,Wert
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2019,Anzahl Haushalte,Konfidenzintervall +/-
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2019,Anteil (in % aller Haushalte),Wert
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2017,Anzahl Haushalte,Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2017,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2017,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2014,Anzahl Haushalte,Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2014,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2014,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2021,Anzahl Haushalte,Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2021,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2021,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2019,Anzahl Haushalte,Wert
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2019,Anzahl Haushalte,Konfidenzintervall +/-
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2019,Anteil (in % aller Haushalte),Wert
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2017,Anzahl Haushalte,Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2017,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2017,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2014,Anzahl Haushalte,Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2014,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2014,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2021,Anzahl Haushalte,Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2021,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2021,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2019,Anzahl Haushalte,Wert
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2019,Anzahl Haushalte,Konfidenzintervall +/-
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2019,Anteil (in % aller Haushalte),Wert
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2017,Anzahl Haushalte,Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2017,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2017,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2014,Anzahl Haushalte,Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2014,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2014,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2021,Anzahl Haushalte,Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2021,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2021,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anzahl Haushalte,Wert
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anzahl Haushalte,Konfidenzintervall +/-
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anteil (in % aller Haushalte),Wert
""".....""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anzahl Haushalte,Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2014,Anzahl Haushalte,Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2014,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2014,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem stationärne Spielkonsole (bis 2019),Italienische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2021,Anzahl Haushalte,Wert
