num,E-commerce: gekaufte Produkte,Geschlecht,Altersklasse,Bildungsstand,Jahr,Absolut / relativ,Resultat
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,Altersklasse - Total,Unter 25 Jahren,2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,Altersklasse - Total,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,Altersklasse - Total,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,Altersklasse - Total,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,15 bis 29 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,15 bis 29 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,15 bis 29 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,15 bis 29 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,15 bis 29 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,15 bis 29 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,15 bis 29 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,15 bis 29 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,30 bis 59 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,30 bis 59 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,30 bis 59 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,30 bis 59 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,30 bis 59 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Wert
"""...."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,30 bis 59 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
"""...."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,30 bis 59 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""...."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,30 bis 59 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,60 Jahre und älter,Bildungsstand - Total,2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,60 Jahre und älter,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,60 Jahre und älter,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,60 Jahre und älter,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,60 Jahre und älter,Unter 25 Jahren,2021,Anzahl Personen,Wert
"""...."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,60 Jahre und älter,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
"""...."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,60 Jahre und älter,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""...."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,60 Jahre und älter,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Frau,Altersklasse - Total,Bildungsstand - Total,2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Frau,Altersklasse - Total,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Frau,Altersklasse - Total,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Frau,Altersklasse - Total,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Frau,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Frau,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Frau,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Frau,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Frau,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Frau,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Frau,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Frau,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Frau,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Frau,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Frau,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
